0	0
0,25	-0,247403959
0,5	-0,479425539
0,75	-0,68163876
1	-0,841470985
1,25	-0,948984619
1,5	-0,997494987
1,75	-0,983985947
2	-0,909297427
2,25	-0,778073197
2,5	-0,598472144
2,75	-0,381660992
3	-0,141120008
3,25	0,108195135
3,5	0,350783228
3,75	0,571561319
4	0,756802495
4,25	0,894989358
4,5	0,977530118
4,75	0,999292789
5	0,958924275
